text_id,category,entity_text,entity_label,start_char,end_char,system
154,policy,The Global Adaptation Finance Tracker,ORG,0,37,ruler_before_ner
154,policy,only 7%,PERCENT,51,58,ruler_before_ner
154,policy,The Climate Justice Alliance,ORG,173,201,ruler_before_ner
154,policy,Bangladesh,GPE,366,376,ruler_before_ner
154,policy,Kenya,GPE,378,383,ruler_before_ner
154,policy,Pacific Island,LOC,389,403,ruler_before_ner
155,science,the King Abdullah University of Science and Technology,ORG,15,69,ruler_before_ner
155,science,Saudi Arabia,GPE,73,85,ruler_before_ner
155,science,CRISPR,PERSON,136,142,ruler_before_ner
155,science,Tabuk,LOC,258,263,ruler_before_ner
155,science,85%,PERCENT,284,287,ruler_before_ner
155,science,three,CARDINAL,338,343,ruler_before_ner
155,science,the Middle East,LOC,441,456,ruler_before_ner
157,impact,The Global Biodiversity Framework Monitor,ORG,0,41,ruler_before_ner
157,impact,37%,PERCENT,56,59,ruler_before_ner
157,impact,The Mediterranean Sea,LOC,303,324,ruler_before_ner
157,impact,41%,PERCENT,334,337,ruler_before_ner
157,impact,1970,DATE,377,381,ruler_before_ner
158,adaptation,Jordan,PERSON,0,6,ruler_before_ner
158,adaptation,the European Space Agency,ORG,22,47,ruler_before_ner
158,adaptation,45,CARDINAL,71,73,ruler_before_ner
158,adaptation,3,CARDINAL,108,109,ruler_before_ner
158,adaptation,the Jordan Valley,LOC,160,177,ruler_before_ner
158,adaptation,$12 million,MONEY,210,221,ruler_before_ner
158,adaptation,March 2024,DATE,249,259,ruler_before_ner
158,adaptation,"15,000",CARDINAL,296,302,ruler_before_ner
158,adaptation,an estimated 22%,PERCENT,398,414,ruler_before_ner
158,adaptation,the 2024 winter season,DATE,422,444,ruler_before_ner
160,science,45 million tonnes,QUANTITY,67,84,ruler_before_ner
160,science,2024,DATE,106,110,ruler_before_ner
160,science,the Global CCS Institute,ORG,125,149,ruler_before_ner
160,science,Gorgon,ORG,189,195,ruler_before_ner
160,science,Western Australia,LOC,207,224,ruler_before_ner
160,science,4 million tonnes,QUANTITY,235,251,ruler_before_ner
160,science,annually,DATE,252,260,ruler_before_ner
160,science,CCS,GPE,288,291,ruler_before_ner
161,policy,OECD,ORG,4,8,ruler_before_ner
161,policy,$1.3 trillion,MONEY,97,110,ruler_before_ner
161,policy,2022,DATE,114,118,ruler_before_ner
161,policy,2021,DATE,138,142,ruler_before_ner
161,policy,IMF,ORG,256,259,ruler_before_ner
161,policy,$7 trillion,MONEY,364,375,ruler_before_ner
161,policy,7.1%,PERCENT,401,405,ruler_before_ner
162,impact,threatens 40%,PERCENT,16,29,ruler_before_ner
162,impact,Earth,LOC,37,42,ruler_before_ner
162,impact,2 billion,CARDINAL,88,97,ruler_before_ner
162,impact,12 million,CARDINAL,139,149,ruler_before_ner
162,impact,annually,DATE,218,226,ruler_before_ner
162,impact,$490 billion,MONEY,262,274,ruler_before_ner
162,impact,The Sahara Desert,LOC,285,302,ruler_before_ner
162,impact,10%,PERCENT,319,322,ruler_before_ner
162,impact,1920,DATE,329,333,ruler_before_ner
162,impact,Sahel,PERSON,364,369,ruler_before_ner
162,impact,approximately 48 kilometers,QUANTITY,383,410,ruler_before_ner
164,policy,$2.2 trillion,MONEY,32,45,ruler_before_ner
164,policy,the end of 2023,DATE,72,87,ruler_before_ner
164,policy,annual,DATE,94,100,ruler_before_ner
164,policy,$575 billion,MONEY,119,131,ruler_before_ner
164,policy,The European Union,ORG,133,151,ruler_before_ner
164,policy,China,GPE,203,208,ruler_before_ner
164,policy,the United States,GPE,213,230,ruler_before_ner
164,policy,Jordan,PERSON,232,238,ruler_before_ner
164,policy,first,ORDINAL,250,255,ruler_before_ner
164,policy,2023,DATE,280,284,ruler_before_ner
164,policy,$250 million,MONEY,294,306,ruler_before_ner
165,impact,73,CARDINAL,57,59,ruler_before_ner
165,impact,1 degree,QUANTITY,275,283,ruler_before_ner
165,impact,3-5%,PERCENT,357,361,ruler_before_ner
167,impact,The Global Heat Health Information Network,ORG,0,42,ruler_before_ner
167,impact,2024 heatwave season,DATE,59,79,ruler_before_ner
167,impact,El Nino,ORG,136,143,ruler_before_ner
167,impact,the Northern Hemisphere,LOC,171,194,ruler_before_ner
167,impact,the Middle East,LOC,242,257,ruler_before_ner
167,impact,South Asia,LOC,262,272,ruler_before_ner
167,impact,hours,TIME,354,359,ruler_before_ner
167,impact,Amman,GPE,398,403,ruler_before_ner
167,impact,Riyadh,GPE,405,411,ruler_before_ner
167,impact,Baghdad,GPE,417,424,ruler_before_ner
168,adaptation,up to 10%,PERCENT,102,111,ruler_before_ner
168,adaptation,2050,DATE,137,141,ruler_before_ner
168,adaptation,The Red Sea's,LOC,163,176,ruler_before_ner
168,adaptation,Saudi Arabia,GPE,255,267,ruler_before_ner
168,adaptation,500-megawatt,QUANTITY,279,291,ruler_before_ner
168,adaptation,Neom,GPE,316,320,ruler_before_ner
168,adaptation,Mediterranean,LOC,369,382,ruler_before_ner
168,adaptation,Spain,GPE,401,406,ruler_before_ner
168,adaptation,Italy,GPE,408,413,ruler_before_ner
168,adaptation,Greece,GPE,419,425,ruler_before_ner
170,policy,The Global Stocktake at,WORK_OF_ART,0,23,ruler_before_ner
170,policy,COP28,CLIMATE_EVENT,24,29,ruler_before_ner
170,policy,first,ORDINAL,35,40,ruler_before_ner
170,policy,Paris Agreement,AGREEMENT,88,103,ruler_before_ner
170,policy,2.4-2.6 degrees,QUANTITY,220,235,ruler_before_ner
170,policy,2100,DATE,250,254,ruler_before_ner
170,policy,non-CO2,NORP,401,408,ruler_before_ner
171,adaptation,AI,GPE,88,90,ruler_before_ner
171,adaptation,30-50%,PERCENT,158,164,ruler_before_ner
171,adaptation,the Jordan Valley,LOC,201,218,ruler_before_ner
171,adaptation,200,CARDINAL,228,231,ruler_before_ner
171,adaptation,IoT,ORG,243,246,ruler_before_ner
171,adaptation,35%,PERCENT,337,340,ruler_before_ner
171,adaptation,GIZ,ORG,425,428,ruler_before_ner
171,adaptation,the Jordanian Ministry of Agriculture,ORG,433,470,ruler_before_ner
173,adaptation,The International Renewable Energy Agency,ORG,0,41,ruler_before_ner
173,adaptation,0.049,MONEY,138,143,ruler_before_ner
173,adaptation,2023,DATE,165,169,ruler_before_ner
173,adaptation,89%,PERCENT,174,177,ruler_before_ner
173,adaptation,2010,DATE,192,196,ruler_before_ner
173,adaptation,0.033,MONEY,226,231,ruler_before_ner
173,adaptation,80%,PERCENT,244,247,ruler_before_ner
173,adaptation,The Middle East,LOC,344,359,ruler_before_ner
173,adaptation,North Africa,GPE,364,376,ruler_before_ner
174,science,the Gulf of Aqaba,FAC,32,49,ruler_before_ner
174,science,23,CARDINAL,75,77,ruler_before_ner
174,science,Red Sea,LOC,181,188,ruler_before_ner
174,science,the University of Jordan,ORG,226,250,ruler_before_ner
174,science,the Aqaba Marine Science Station,ORG,255,287,ruler_before_ner
174,science,Indo-Pacific,ORG,311,323,ruler_before_ner
174,science,Jordanian,NORP,373,382,ruler_before_ner
174,science,Mediterranean,LOC,446,459,ruler_before_ner
176,science,NASA,ORG,17,21,ruler_before_ner
176,science,ESA,ORG,26,29,ruler_before_ner
176,science,GRACE-FO,ORG,65,73,ruler_before_ner
176,science,Sentinel,ORG,78,86,ruler_before_ner
176,science,the Middle East,LOC,141,156,ruler_before_ner
176,science,Arabian,NORP,176,183,ruler_before_ner
176,science,7.8 cubic kilometers,QUANTITY,271,291,ruler_before_ner
176,science,Jordan,GPE,376,382,ruler_before_ner
176,science,Saudi Arabia,GPE,384,396,ruler_before_ner
176,science,Iraq,GPE,402,406,ruler_before_ner
176,science,50 years,DATE,444,452,ruler_before_ner
177,impact,The International Labour Organization,ORG,0,37,ruler_before_ner
177,impact,80 million,CARDINAL,53,63,ruler_before_ner
177,impact,2030,DATE,115,119,ruler_before_ner
177,impact,the Middle East,LOC,263,278,ruler_before_ner
177,impact,summer hours,TIME,310,322,ruler_before_ner
177,impact,Qatar,GPE,347,352,ruler_before_ner
177,impact,UAE,GPE,358,361,ruler_before_ner
177,impact,Saudi Arabia,GPE,367,379,ruler_before_ner
177,impact,Jordan,GPE,381,387,ruler_before_ner
177,impact,first,ORDINAL,429,434,ruler_before_ner
177,impact,June 2024,DATE,443,452,ruler_before_ner
179,adaptation,African,NORP,4,11,ruler_before_ner
179,adaptation,60%,PERCENT,28,31,ruler_before_ner
179,adaptation,only 1.3%,PERCENT,82,91,ruler_before_ner
179,adaptation,The African Union's Agenda,ORG,116,142,ruler_before_ner
179,adaptation,2063,DATE,143,147,ruler_before_ner
179,adaptation,"500-5,000",CARDINAL,287,296,ruler_before_ner
179,adaptation,Africa,LOC,364,370,ruler_before_ner
179,adaptation,50%,PERCENT,393,396,ruler_before_ner
179,adaptation,2018,DATE,403,407,ruler_before_ner
180,adaptation,Jordanian,NORP,12,21,ruler_before_ner
180,adaptation,The Royal Scientific Society,ORG,191,219,ruler_before_ner
180,adaptation,rainwater harvesting,PERSON,243,263,ruler_before_ner
180,adaptation,Amman,GPE,281,286,ruler_before_ner
180,adaptation,10 million cubic meters,QUANTITY,305,328,ruler_before_ner
180,adaptation,annually,DATE,329,337,ruler_before_ner
180,adaptation,"3,000",CARDINAL,366,371,ruler_before_ner
180,adaptation,Jordan,GPE,411,417,ruler_before_ner
180,adaptation,4 years,DATE,452,459,ruler_before_ner
182,impact,The Coral Triangle Initiative,ORG,0,29,ruler_before_ner
182,impact,six,CARDINAL,64,67,ruler_before_ner
182,impact,Southeast Asian,NORP,68,83,ruler_before_ner
182,impact,40 million,CARDINAL,107,117,ruler_before_ner
182,impact,marine habitat,ORG,130,144,ruler_before_ner
182,impact,2009,DATE,151,155,ruler_before_ner
182,impact,76%,PERCENT,177,180,ruler_before_ner
182,impact,120 million,CARDINAL,241,252,ruler_before_ner
182,impact,annual,DATE,344,350,ruler_before_ner
182,impact,2040,DATE,354,358,ruler_before_ner
183,adaptation,12%,PERCENT,82,85,ruler_before_ner
183,adaptation,2050,DATE,113,117,ruler_before_ner
183,adaptation,the Hydrogen Council,ORG,132,152,ruler_before_ner
183,adaptation,The Middle East's,LOC,154,171,ruler_before_ner
183,adaptation,NEOM,ORG,233,237,ruler_before_ner
183,adaptation,Saudi Arabia,GPE,275,287,ruler_before_ner
183,adaptation,4,CARDINAL,300,301,ruler_before_ner
183,adaptation,600 tonnes,QUANTITY,344,354,ruler_before_ner
183,adaptation,Europe,LOC,395,401,ruler_before_ner
183,adaptation,Asia,LOC,406,410,ruler_before_ner
185,adaptation,The United Nations Industrial Development Organization,ORG,0,54,ruler_before_ner
185,adaptation,28%,PERCENT,127,130,ruler_before_ner
185,adaptation,2030,DATE,134,138,ruler_before_ner
185,adaptation,6 million,CARDINAL,154,163,ruler_before_ner
185,adaptation,Jordan,PERSON,336,342,ruler_before_ner
185,adaptation,first,ORDINAL,345,350,ruler_before_ner
185,adaptation,Hussein Bin Talal,PERSON,389,406,ruler_before_ner
185,adaptation,12,CARDINAL,444,446,ruler_before_ner
187,adaptation,India,GPE,0,5,ruler_before_ner
187,adaptation,National Solar Mission,ORG,8,30,ruler_before_ner
187,adaptation,70,CARDINAL,50,52,ruler_before_ner
187,adaptation,2024,DATE,87,91,ruler_before_ner
187,adaptation,280,CARDINAL,103,106,ruler_before_ner
187,adaptation,2030,DATE,120,124,ruler_before_ner
187,adaptation,The Bhadla Solar Park,ORG,126,147,ruler_before_ner
187,adaptation,Rajasthan,GPE,151,160,ruler_before_ner
187,adaptation,"14,000 acres",QUANTITY,171,183,ruler_before_ner
187,adaptation,"2,245 megawatts",QUANTITY,189,204,ruler_before_ner
187,adaptation,India,GPE,268,273,ruler_before_ner
187,adaptation,0.038,MONEY,306,311,ruler_before_ner
189,policy,only 6,CARDINAL,81,87,ruler_before_ner
189,policy,40,CARDINAL,91,93,ruler_before_ner
189,policy,Paris Agreement,AGREEMENT,123,138,ruler_before_ner
189,policy,the United States,GPE,271,288,ruler_before_ner
189,policy,China,GPE,290,295,ruler_before_ner
189,policy,Russia,GPE,297,303,ruler_before_ner
189,policy,India,GPE,309,314,ruler_before_ner
189,policy,1.5-degree,QUANTITY,339,349,ruler_before_ner
189,policy,G20,ORG,385,388,ruler_before_ner
190,policy,Global Methane Pledge,AGREEMENT,4,25,ruler_before_ner
190,policy,COP26,CLIMATE_EVENT,39,44,ruler_before_ner
190,policy,Glasgow,GPE,48,55,ruler_before_ner
190,policy,over 150,CARDINAL,76,84,ruler_before_ner
190,policy,30%,PERCENT,137,140,ruler_before_ner
190,policy,2020,DATE,147,151,ruler_before_ner
190,policy,2030,DATE,162,166,ruler_before_ner
190,policy,0.2 degrees Celsius,QUANTITY,213,232,ruler_before_ner
190,policy,2050,DATE,247,251,ruler_before_ner
192,impact,The World Economic Forum's,ORG,0,26,ruler_before_ner
192,impact,Global Risks Report,ORG,27,46,ruler_before_ner
192,impact,2024,DATE,47,51,ruler_before_ner
192,impact,two,CARDINAL,139,142,ruler_before_ner
192,impact,10-year,DATE,163,170,ruler_before_ner
193,science,the European Space Agency's,ORG,25,52,ruler_before_ner
193,science,the Jordan Valley,LOC,108,125,ruler_before_ner
193,science,18%,PERCENT,142,145,ruler_before_ner
193,science,between 2015 and 2023,DATE,146,167,ruler_before_ner
195,science,The Blue Carbon Initiative,ORG,0,26,ruler_before_ner
195,science,up to 10,CARDINAL,116,124,ruler_before_ner
195,science,The Gulf of Aqaba's,FAC,181,200,ruler_before_ner
195,science,approximately 400 hectares,QUANTITY,228,254,ruler_before_ner
195,science,Jordanian,NORP,265,274,ruler_before_ner
195,science,"an estimated 1,800",CARDINAL,292,310,ruler_before_ner
195,science,annually,DATE,325,333,ruler_before_ner
197,science,The Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,ORG,0,84,ruler_before_ner
197,science,1 million,CARDINAL,100,109,ruler_before_ner
197,science,17 kilometers,QUANTITY,279,292,ruler_before_ner
197,science,11 meters,QUANTITY,332,341,ruler_before_ner
197,science,"100 to 1,000",CARDINAL,398,410,ruler_before_ner
198,adaptation,Middle Eastern,NORP,68,82,ruler_before_ner
198,adaptation,summer,DATE,123,129,ruler_before_ner
198,adaptation,60-80%,PERCENT,207,213,ruler_before_ner
198,adaptation,over 30%,PERCENT,339,347,ruler_before_ner
198,adaptation,Dubai,GPE,367,372,ruler_before_ner
198,adaptation,Sustainable City,GPE,375,391,ruler_before_ner
198,adaptation,40%,PERCENT,421,424,ruler_before_ner
200,policy,The Global Landscape of Climate Finance,WORK_OF_ART,0,39,ruler_before_ner
200,policy,2023,DATE,40,44,ruler_before_ner
200,policy,the Climate Policy Initiative,ORG,55,84,ruler_before_ner
200,policy,$1.27 trillion,MONEY,126,140,ruler_before_ner
200,policy,2021-2022,DATE,144,153,ruler_before_ner
200,policy,63%,PERCENT,157,160,ruler_before_ner
200,policy,$8.1 trillion,MONEY,222,235,ruler_before_ner
200,policy,annually,DATE,243,251,ruler_before_ner
200,policy,2030,DATE,255,259,ruler_before_ner
200,policy,1.5 degrees,QUANTITY,280,291,ruler_before_ner
200,policy,94%,PERCENT,326,329,ruler_before_ner
200,policy,only 6%,PERCENT,370,377,ruler_before_ner
