text_id,category,entity_text,entity_label,start_char,end_char,system
176,science,ESA,ORG,26,29,base_spacy
176,science,GRACE-FO,ORG,65,73,base_spacy
176,science,Sentinel,ORG,78,86,base_spacy
176,science,the Middle East,LOC,141,156,base_spacy
176,science,Arabian,NORP,176,183,base_spacy
176,science,7.8 cubic kilometers,QUANTITY,271,291,base_spacy
176,science,Jordan,GPE,376,382,base_spacy
176,science,Saudi Arabia,GPE,384,396,base_spacy
176,science,Iraq,GPE,402,406,base_spacy
176,science,50 years,DATE,444,452,base_spacy
177,impact,The International Labour Organization,ORG,0,37,base_spacy
177,impact,80 million,CARDINAL,53,63,base_spacy
177,impact,2030,DATE,115,119,base_spacy
177,impact,the Middle East,LOC,263,278,base_spacy
177,impact,summer hours,TIME,310,322,base_spacy
177,impact,Qatar,GPE,347,352,base_spacy
177,impact,UAE,GPE,358,361,base_spacy
177,impact,Saudi Arabia,GPE,367,379,base_spacy
177,impact,Jordan,GPE,381,387,base_spacy
177,impact,first,ORDINAL,429,434,base_spacy
177,impact,June 2024,DATE,443,452,base_spacy
179,adaptation,African,NORP,4,11,base_spacy
179,adaptation,60%,PERCENT,28,31,base_spacy
179,adaptation,only 1.3%,PERCENT,82,91,base_spacy
179,adaptation,The African Union's Agenda,ORG,116,142,base_spacy
179,adaptation,2063,DATE,143,147,base_spacy
179,adaptation,"500-5,000",CARDINAL,287,296,base_spacy
179,adaptation,Africa,LOC,364,370,base_spacy
179,adaptation,50%,PERCENT,393,396,base_spacy
179,adaptation,2018,DATE,403,407,base_spacy
180,adaptation,Jordanian,NORP,12,21,base_spacy
180,adaptation,The Royal Scientific Society,ORG,191,219,base_spacy
180,adaptation,rainwater harvesting,PERSON,243,263,base_spacy
180,adaptation,Amman,GPE,281,286,base_spacy
180,adaptation,10 million cubic meters,QUANTITY,305,328,base_spacy
180,adaptation,annually,DATE,329,337,base_spacy
180,adaptation,"3,000",CARDINAL,366,371,base_spacy
180,adaptation,Jordan,GPE,411,417,base_spacy
180,adaptation,4 years,DATE,452,459,base_spacy
182,impact,The Coral Triangle Initiative,ORG,0,29,base_spacy
182,impact,six,CARDINAL,64,67,base_spacy
182,impact,Southeast Asian,NORP,68,83,base_spacy
182,impact,40 million,CARDINAL,107,117,base_spacy
182,impact,marine habitat,ORG,130,144,base_spacy
182,impact,2009,DATE,151,155,base_spacy
182,impact,76%,PERCENT,177,180,base_spacy
182,impact,120 million,CARDINAL,241,252,base_spacy
182,impact,annual,DATE,344,350,base_spacy
182,impact,2040,DATE,354,358,base_spacy
183,adaptation,12%,PERCENT,82,85,base_spacy
183,adaptation,2050,DATE,113,117,base_spacy
183,adaptation,the Hydrogen Council,ORG,132,152,base_spacy
183,adaptation,The Middle East's,LOC,154,171,base_spacy
183,adaptation,NEOM,ORG,233,237,base_spacy
183,adaptation,Saudi Arabia,GPE,275,287,base_spacy
183,adaptation,4,CARDINAL,300,301,base_spacy
183,adaptation,600 tonnes,QUANTITY,344,354,base_spacy
183,adaptation,Europe,LOC,395,401,base_spacy
183,adaptation,Asia,LOC,406,410,base_spacy
185,adaptation,The United Nations Industrial Development Organization,ORG,0,54,base_spacy
185,adaptation,28%,PERCENT,127,130,base_spacy
185,adaptation,2030,DATE,134,138,base_spacy
185,adaptation,6 million,CARDINAL,154,163,base_spacy
185,adaptation,Jordan,PERSON,336,342,base_spacy
185,adaptation,first,ORDINAL,345,350,base_spacy
185,adaptation,Hussein Bin Talal,PERSON,389,406,base_spacy
185,adaptation,12,CARDINAL,444,446,base_spacy
187,adaptation,India,GPE,0,5,base_spacy
187,adaptation,National Solar Mission,ORG,8,30,base_spacy
187,adaptation,70,CARDINAL,50,52,base_spacy
187,adaptation,2024,DATE,87,91,base_spacy
187,adaptation,280,CARDINAL,103,106,base_spacy
187,adaptation,2030,DATE,120,124,base_spacy
187,adaptation,The Bhadla Solar Park,ORG,126,147,base_spacy
187,adaptation,Rajasthan,GPE,151,160,base_spacy
187,adaptation,"14,000 acres",QUANTITY,171,183,base_spacy
187,adaptation,"2,245 megawatts",QUANTITY,189,204,base_spacy
187,adaptation,India,GPE,268,273,base_spacy
187,adaptation,0.038,MONEY,306,311,base_spacy
189,policy,only 6,CARDINAL,81,87,base_spacy
189,policy,40,CARDINAL,91,93,base_spacy
189,policy,Paris Agreement,FAC,123,138,base_spacy
189,policy,the United States,GPE,271,288,base_spacy
189,policy,China,GPE,290,295,base_spacy
189,policy,Russia,GPE,297,303,base_spacy
189,policy,India,GPE,309,314,base_spacy
189,policy,1.5-degree,QUANTITY,339,349,base_spacy
189,policy,G20,ORG,385,388,base_spacy
190,policy,The Global Methane Pledge,WORK_OF_ART,0,25,base_spacy
190,policy,Glasgow,GPE,48,55,base_spacy
190,policy,over 150,CARDINAL,76,84,base_spacy
190,policy,30%,PERCENT,137,140,base_spacy
190,policy,2020,DATE,147,151,base_spacy
190,policy,2030,DATE,162,166,base_spacy
190,policy,0.2 degrees Celsius,QUANTITY,213,232,base_spacy
190,policy,2050,DATE,247,251,base_spacy
192,impact,The World Economic Forum's,ORG,0,26,base_spacy
192,impact,Global Risks Report,ORG,27,46,base_spacy
192,impact,2024,DATE,47,51,base_spacy
192,impact,two,CARDINAL,139,142,base_spacy
192,impact,10-year,DATE,163,170,base_spacy
193,science,the European Space Agency's,ORG,25,52,base_spacy
193,science,the Jordan Valley,LOC,108,125,base_spacy
193,science,18%,PERCENT,142,145,base_spacy
193,science,between 2015 and 2023,DATE,146,167,base_spacy
195,science,The Blue Carbon Initiative,ORG,0,26,base_spacy
195,science,up to 10,CARDINAL,116,124,base_spacy
195,science,The Gulf of Aqaba's,FAC,181,200,base_spacy
195,science,approximately 400 hectares,QUANTITY,228,254,base_spacy
195,science,Jordanian,NORP,265,274,base_spacy
195,science,"an estimated 1,800",CARDINAL,292,310,base_spacy
195,science,annually,DATE,325,333,base_spacy
197,science,The Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,ORG,0,84,base_spacy
197,science,1 million,CARDINAL,100,109,base_spacy
197,science,17 kilometers,QUANTITY,279,292,base_spacy
197,science,11 meters,QUANTITY,332,341,base_spacy
197,science,"100 to 1,000",CARDINAL,398,410,base_spacy
198,adaptation,Middle Eastern,NORP,68,82,base_spacy
198,adaptation,summer,DATE,123,129,base_spacy
198,adaptation,60-80%,PERCENT,207,213,base_spacy
198,adaptation,over 30%,PERCENT,339,347,base_spacy
198,adaptation,Dubai,GPE,367,372,base_spacy
198,adaptation,Sustainable City,GPE,375,391,base_spacy
198,adaptation,40%,PERCENT,421,424,base_spacy
200,policy,The Global Landscape of Climate Finance,WORK_OF_ART,0,39,base_spacy
200,policy,2023,DATE,40,44,base_spacy
200,policy,the Climate Policy Initiative,ORG,55,84,base_spacy
200,policy,$1.27 trillion,MONEY,126,140,base_spacy
200,policy,2021-2022,DATE,144,153,base_spacy
200,policy,63%,PERCENT,157,160,base_spacy
200,policy,$8.1 trillion,MONEY,222,235,base_spacy
200,policy,annually,DATE,243,251,base_spacy
200,policy,2030,DATE,255,259,base_spacy
200,policy,1.5 degrees,QUANTITY,280,291,base_spacy
200,policy,94%,PERCENT,326,329,base_spacy
200,policy,only 6%,PERCENT,370,377,base_spacy
